First_pokemon,Second_pokemon,Winner,First_win
331,29,331,True
708,30,708,True
71,311,71,True
651,244,651,True
741,746,746,False
399,570,570,False
737,179,737,True
15,28,28,False
314,717,717,False
683,663,663,False
517,753,517,True
357,14,357,True
524,149,524,True
339,327,327,False
250,732,732,False
786,677,677,False
241,478,478,False
748,355,355,False
575,227,575,True
652,766,652,True
357,179,179,False
471,86,471,True
681,683,681,True
415,675,415,True
312,549,549,False
745,721,745,True
297,147,147,False
184,305,184,True
420,228,420,True
748,214,214,False
679,329,679,True
760,150,760,True
396,218,396,True
780,344,344,False
422,499,499,False
357,615,357,True
261,422,261,True
797,500,797,True
122,270,270,False
698,632,632,False
91,668,91,True
714,675,714,True
113,342,113,True
548,250,250,False
285,27,27,False
751,360,360,False
755,203,203,False
217,524,524,False
264,21,264,True
368,99,368,True
100,509,100,True
52,358,358,False
312,358,358,False
223,450,223,True
564,798,798,False
757,293,293,False
184,21,184,True
711,156,711,True
683,548,548,False
127,546,546,False
705,358,705,True
798,116,116,False
130,748,748,False
325,195,325,True
474,431,431,False
40,536,536,False
109,54,109,True
331,772,772,False
566,422,422,False
532,747,747,False
370,728,370,True
165,791,165,True
760,572,572,False
324,239,239,False
178,113,178,True
374,540,540,False
192,602,192,True
437,112,437,True
645,378,645,True
69,186,69,True
371,213,371,True
291,65,65,False
334,92,92,False
290,455,455,False
23,485,23,True
39,516,516,False
395,248,248,False
729,237,729,True
575,406,406,False
514,681,681,False
578,719,719,False
538,611,611,False
69,125,125,False
378,494,494,False
386,686,686,False
280,676,280,True
67,741,67,True
574,333,574,True
572,118,572,True
749,712,712,False
63,246,63,True
708,577,708,True
522,68,522,True
759,722,722,False
75,7,7,False
746,313,313,False
353,137,137,False
708,4,708,True
374,67,67,False
451,472,472,False
156,132,156,True
800,157,157,False
354,642,642,False
23,112,23,True
443,617,443,True
508,653,653,False
35,522,522,False
772,387,387,False
523,445,523,True
25,629,629,False
798,210,798,True
254,499,499,False
660,523,523,False
462,723,723,False
751,670,751,True
475,312,475,True
553,196,553,True
20,227,20,True
374,252,252,False
328,36,36,False
352,361,361,False
63,341,341,False
667,671,671,False
282,726,726,False
508,274,274,False
575,10,575,True
789,315,315,False
302,106,302,True
413,748,748,False
531,254,254,False
495,355,495,True
710,770,710,True
295,31,31,False
542,312,542,True
595,104,595,True
538,32,32,False
363,685,685,False
298,476,476,False
134,711,711,False
769,409,409,False
11,212,212,False
601,638,638,False
399,460,460,False
385,224,385,True
487,733,487,True
35,56,56,False
283,165,165,False
762,352,352,False
383,65,65,False
725,142,142,False
600,659,600,True
452,714,714,False
173,517,517,False
102,502,102,True
117,535,535,False
213,76,213,True
602,681,681,False
328,341,341,False
224,635,635,False
658,153,658,True
622,451,451,False
661,64,64,False
229,628,628,False
402,739,739,False
553,212,553,True
308,85,85,False
491,710,710,False
772,309,772,True
164,780,164,True
502,574,574,False
34,126,34,True
528,195,528,True
435,272,272,False
793,634,793,True
260,408,260,True
546,668,546,True
342,588,588,False
138,599,138,True
488,105,488,True
638,664,638,True
247,711,711,False
342,584,584,False
149,38,38,False
628,758,758,False
366,582,366,True
346,758,758,False
215,354,354,False
4,449,4,True
115,347,115,True
649,641,649,True
435,307,307,False
300,769,300,True
19,438,438,False
353,519,519,False
333,311,311,False
584,218,218,False
333,483,483,False
569,237,569,True
574,188,574,True
313,52,313,True
160,531,531,False
131,626,131,True
418,174,418,True
282,220,282,True
577,493,493,False
83,626,83,True
676,410,410,False
210,206,206,False
134,344,134,True
399,53,53,False
310,494,494,False
575,639,575,True
710,564,710,True
538,783,538,True
140,162,162,False
160,548,548,False
254,446,254,True
543,103,103,False
752,119,119,False
610,2,610,True
308,64,308,True
338,787,787,False
386,614,614,False
300,367,300,True
421,484,484,False
478,555,478,True
670,743,670,True
121,615,615,False
70,82,82,False
245,452,245,True
69,526,526,False
522,671,522,True
780,647,647,False
646,21,646,True
708,409,409,False
499,588,588,False
492,310,492,True
737,525,737,True
391,441,441,False
324,401,401,False
308,554,554,False
137,464,137,True
572,296,572,True
684,593,593,False
568,238,568,True
105,550,550,False
488,760,760,False
656,279,279,False
658,758,658,True
320,631,631,False
15,608,608,False
92,360,92,True
454,223,223,False
628,636,628,True
1,579,1,True
115,486,115,True
636,614,614,False
516,568,568,False
260,213,260,True
196,500,500,False
74,326,326,False
460,704,704,False
684,6,6,False
333,799,799,False
99,656,99,True
25,59,59,False
364,730,730,False
612,347,612,True
177,187,177,True
150,734,150,True
160,96,160,True
770,385,770,True
566,62,62,False
65,255,65,True
166,146,166,True
212,684,684,False
601,120,601,True
702,7,702,True
289,683,683,False
178,470,178,True
426,668,426,True
50,229,229,False
699,170,699,True
551,300,551,True
458,197,197,False
799,558,799,True
586,566,586,True
51,709,709,False
203,58,58,False
778,723,778,True
579,467,467,False
658,326,658,True
474,337,474,True
465,232,465,True
667,154,154,False
277,457,277,True
429,535,429,True
629,408,629,True
299,617,299,True
455,630,630,False
234,471,234,True
733,510,510,False
472,492,472,True
507,256,507,True
446,719,446,True
340,606,340,True
510,729,729,False
42,339,339,False
691,559,691,True
88,735,735,False
43,376,43,True
73,449,449,False
784,484,484,False
358,793,793,False
237,424,424,False
617,337,337,False
582,530,582,True
380,387,380,True
337,363,337,True
706,235,706,True
362,647,362,True
430,571,430,True
723,729,729,False
765,38,765,True
698,424,424,False
224,738,738,False
129,151,129,True
442,749,442,True
607,659,659,False
608,694,608,True
641,402,402,False
639,123,123,False
212,278,212,True
190,428,428,False
459,628,628,False
584,784,784,False
585,571,571,False
703,57,57,False
55,512,55,True
49,468,468,False
222,599,599,False
340,143,340,True
483,242,483,True
320,614,614,False
725,567,725,True
586,684,684,False
226,61,61,False
425,387,425,True
202,305,202,True
431,233,431,True
600,214,214,False
140,280,280,False
211,103,211,True
478,508,478,True
291,55,55,False
207,721,721,False
32,471,32,True
160,671,671,False
92,487,487,False
262,584,584,False
713,444,444,False
388,382,382,False
296,110,110,False
638,611,611,False
373,254,254,False
252,79,79,False
19,592,19,True
721,427,427,False
662,319,662,True
158,575,158,True
629,705,705,False
84,568,84,True
392,49,392,True
577,209,209,False
499,191,499,True
552,44,552,True
325,382,325,True
232,570,570,False
7,218,7,True
794,278,794,True
61,586,61,True
661,775,775,False
369,572,572,False
776,482,776,True
741,552,552,False
62,135,135,False
412,53,412,True
430,544,430,True
446,721,446,True
286,564,286,True
714,726,714,True
261,796,261,True
262,679,679,False
444,598,444,True
246,13,13,False
227,653,227,True
503,709,709,False
502,131,131,False
576,119,576,True
270,296,270,True
366,663,663,False
439,412,412,False
26,583,583,False
335,535,535,False
276,149,276,True
367,637,367,True
230,49,230,True
3,774,3,True
638,88,638,True
446,120,446,True
372,592,372,True
364,15,364,True
401,330,401,True
167,471,167,True
204,540,540,False
173,234,234,False
373,629,629,False
758,160,758,True
581,640,581,True
163,719,163,True
376,50,376,True
153,674,674,False
71,44,71,True
125,364,125,True
713,428,428,False
292,590,590,False
328,200,200,False
440,659,659,False
786,564,564,False
583,337,583,True
241,447,241,True
151,295,151,True
229,575,229,True
308,282,308,True
673,544,544,False
59,701,59,True
182,72,72,False
235,490,490,False
715,497,715,True
695,790,695,True
672,396,672,True
139,491,491,False
696,640,696,True
188,449,449,False
766,181,766,True
157,348,157,True
505,538,538,False
405,449,405,True
520,614,614,False
659,607,659,True
538,359,538,True
441,211,441,True
622,775,622,True
32,232,32,True
614,589,614,True
32,538,32,True
54,254,254,False
119,668,119,True
755,796,796,False
586,761,761,False
797,760,797,True
643,225,643,True
162,397,397,False
252,461,252,True
695,327,327,False
775,602,602,False
560,396,560,True
433,800,800,False
290,215,215,False
498,175,498,True
246,228,228,False
586,616,616,False
254,561,254,True
122,361,361,False
493,515,493,True
291,515,291,True
541,27,541,True
70,756,70,True
598,799,799,False
761,315,315,False
107,448,448,False
690,129,690,True
709,318,709,True
128,571,571,False
269,86,269,True
330,364,364,False
122,216,216,False
202,374,202,True
662,590,590,False
452,732,732,False
463,148,463,True
375,404,375,True
484,2,484,True
709,408,709,True
447,140,447,True
659,710,710,False
216,643,643,False
86,264,264,False
88,160,160,False
38,40,40,False
291,431,431,False
97,645,645,False
3,205,205,False
510,330,330,False
117,188,117,True
624,7,7,False
762,722,722,False
732,63,732,True
680,626,680,True
612,348,348,False
367,152,367,True
564,185,185,False
653,489,489,False
721,224,721,True
496,666,666,False
602,451,451,False
343,22,343,True
528,242,528,True
585,631,631,False
76,628,628,False
95,397,397,False
686,63,63,False
163,709,163,True
337,775,337,True
389,206,206,False
238,299,299,False
557,528,557,True
720,544,544,False
406,94,406,True
552,156,552,True
116,630,116,True
609,214,214,False
754,206,206,False
667,31,31,False
293,680,293,True
453,159,159,False
445,213,213,False
132,506,132,True
546,400,546,True
512,708,708,False
512,57,512,True
254,724,724,False
550,22,550,True
194,793,793,False
56,682,682,False
471,713,713,False
54,246,246,False
530,363,530,True
209,570,570,False
115,177,177,False
789,208,208,False
588,57,57,False
507,200,507,True
696,36,696,True
214,704,704,False
678,580,580,False
423,538,538,False
540,725,540,True
710,60,710,True
29,68,68,False
149,615,615,False
457,269,269,False
361,171,171,False
694,309,694,True
51,605,51,True
562,131,131,False
272,403,272,True
289,6,6,False
616,692,616,True
262,333,262,True
487,414,414,False
595,41,595,True
440,142,142,False
254,541,541,False
449,6,6,False
247,463,463,False
781,294,781,True
9,670,9,True
296,442,296,True
360,111,111,False
109,411,109,True
600,627,600,True
402,360,402,True
68,791,68,True
172,242,172,True
609,548,548,False
129,109,109,False
253,791,253,True
429,369,429,True
588,194,588,True
163,764,163,True
548,726,726,False
445,111,111,False
105,503,503,False
60,118,60,True
30,680,30,True
730,626,626,False
786,751,786,True
550,627,627,False
723,542,542,False
260,548,260,True
207,467,467,False
648,688,648,True
608,530,608,True
119,568,568,False
22,63,63,False
196,678,196,True
781,600,781,True
308,691,308,True
411,417,417,False
374,149,149,False
158,428,428,False
130,498,498,False
414,402,414,True
293,711,711,False
195,674,674,False
291,421,421,False
592,701,701,False
51,707,707,False
327,794,794,False
245,736,736,False
258,186,186,False
230,326,230,True
613,566,613,True
526,691,526,True
384,295,384,True
657,63,63,False
468,508,508,False
238,596,596,False
271,298,271,True
594,163,163,False
634,124,124,False
738,722,722,False
432,434,432,True
561,739,739,False
262,267,262,True
7,779,7,True
156,746,156,True
464,660,464,True
680,353,353,False
13,578,13,True
155,138,155,True
361,73,361,True
629,651,629,True
773,662,773,True
148,719,148,True
642,501,642,True
472,505,472,True
328,180,328,True
610,748,748,False
784,36,36,False
348,208,348,True
768,222,768,True
74,664,664,False
435,34,34,False
106,1,106,True
643,774,643,True
164,9,164,True
529,756,756,False
229,721,229,True
420,321,420,True
624,412,412,False
443,293,443,True
345,338,338,False
290,246,246,False
564,161,161,False
281,775,775,False
707,337,337,False
460,138,138,False
215,306,306,False
57,667,57,True
776,264,264,False
770,724,724,False
111,653,111,True
159,135,135,False
93,342,93,True
65,491,65,True
723,482,723,True
173,177,177,False
669,514,514,False
457,642,642,False
735,172,172,False
228,112,228,True
453,448,453,True
389,458,458,False
760,431,431,False
547,509,547,True
413,720,413,True
711,80,80,False
469,588,588,False
427,188,188,False
485,390,390,False
440,246,246,False
40,121,40,True
579,208,579,True
750,37,750,True
403,439,403,True
432,60,432,True
444,260,444,True
653,272,272,False
489,696,696,False
698,39,39,False
308,10,308,True
201,773,773,False
79,244,244,False
188,357,357,False
218,25,25,False
635,363,635,True
339,220,339,True
719,474,474,False
337,428,428,False
615,560,560,False
80,465,80,True
197,335,335,False
281,660,660,False
498,504,498,True
423,657,423,True
150,281,281,False
211,122,211,True
766,445,766,True
496,82,82,False
506,472,472,False
765,39,765,True
717,554,717,True
86,409,409,False
224,791,224,True
278,440,278,True
74,653,653,False
199,627,199,True
110,772,110,True
166,431,166,True
666,731,731,False
704,662,704,True
768,614,614,False
383,344,344,False
509,518,518,False
145,469,469,False
788,276,276,False
121,773,121,True
17,412,17,True
434,298,298,False
473,778,778,False
672,471,672,True
512,439,439,False
510,329,329,False
18,680,18,True
713,469,713,True
260,613,260,True
634,299,299,False
261,143,261,True
81,324,324,False
69,593,593,False
392,275,275,False
223,68,223,True
259,221,221,False
683,377,377,False
71,688,688,False
160,130,130,False
656,403,656,True
13,431,431,False
382,108,382,True
100,722,100,True
274,118,274,True
197,310,197,True
3,497,3,True
158,398,398,False
169,624,169,True
128,436,128,True
660,558,558,False
229,606,606,False
173,545,545,False
733,603,603,False
559,300,300,False
508,291,508,True
795,55,795,True
777,302,302,False
334,613,613,False
342,432,432,False
314,383,314,True
502,526,526,False
702,404,702,True
127,679,679,False
514,230,230,False
456,549,549,False
598,613,613,False
608,175,608,True
198,545,545,False
436,499,499,False
8,323,323,False
34,670,34,True
153,576,576,False
227,98,227,True
403,616,616,False
511,676,511,True
230,102,102,False
127,246,127,True
612,540,540,False
529,367,367,False
684,647,647,False
455,631,631,False
27,684,27,True
114,612,612,False
762,659,762,True
698,460,698,True
596,358,358,False
4,745,745,False
79,607,79,True
635,740,635,True
410,36,410,True
647,789,647,True
469,692,469,True
49,550,550,False
165,714,165,True
315,32,32,False
167,491,167,True
117,584,117,True
242,767,242,True
464,559,559,False
561,84,84,False
286,364,286,True
108,265,265,False
313,445,313,True
5,579,5,True
230,785,785,False
59,162,59,True
39,595,39,True
99,475,475,False
185,552,552,False
215,324,324,False
329,248,248,False
333,84,84,False
72,164,72,True
739,81,739,True
460,278,278,False
672,140,672,True
582,666,582,True
79,530,79,True
228,278,228,True
550,243,550,True
349,103,103,False
235,26,26,False
673,131,131,False
210,624,624,False
108,364,108,True
182,441,441,False
240,313,313,False
162,104,162,True
446,491,491,False
525,38,525,True
118,297,118,True
745,436,745,True
563,346,563,True
559,160,559,True
719,418,418,False
673,615,673,True
36,566,36,True
100,225,225,False
15,396,396,False
723,717,717,False
448,163,163,False
41,214,214,False
128,219,219,False
184,87,184,True
564,26,26,False
723,438,438,False
337,313,337,True
783,661,783,True
582,272,272,False
532,550,550,False
779,273,273,False
323,625,625,False
155,740,155,True
724,417,724,True
372,481,481,False
652,702,702,False
770,237,770,True
710,608,608,False
214,548,214,True
224,477,477,False
475,184,184,False
429,685,685,False
651,524,651,True
153,19,153,True
543,531,531,False
599,114,114,False
561,105,561,True
601,4,4,False
288,574,574,False
501,94,501,True
16,543,543,False
600,310,600,True
530,430,430,False
65,291,65,True
134,594,594,False
635,59,59,False
667,297,297,False
54,195,54,True
15,340,340,False
210,775,775,False
646,665,646,True
28,521,28,True
445,243,243,False
30,352,30,True
788,176,176,False
149,518,518,False
202,383,383,False
474,291,474,True
51,104,104,False
614,538,538,False
303,219,219,False
536,82,536,True
177,371,177,True
783,727,727,False
492,312,492,True
633,51,633,True
464,434,464,True
597,764,597,True
165,218,165,True
96,354,354,False
416,371,371,False
386,496,496,False
95,42,95,True
335,337,337,False
351,683,351,True
467,771,467,True
788,290,788,True
260,70,70,False
96,265,265,False
288,115,288,True
114,690,690,False
584,157,157,False
486,249,249,False
558,281,558,True
285,340,340,False
222,367,367,False
24,544,24,True
225,98,98,False
785,725,785,True
498,364,498,True
533,225,225,False
89,6,6,False
450,384,384,False
692,118,692,True
350,533,350,True
731,255,731,True
654,620,620,False
232,382,232,True
670,189,189,False
288,515,288,True
507,225,507,True
608,417,608,True
79,518,518,False
527,679,679,False
373,116,116,False
564,657,657,False
778,104,778,True
495,651,495,True
719,85,85,False
132,359,132,True
180,620,620,False
544,732,732,False
314,422,314,True
519,757,519,True
237,91,91,False
631,794,794,False
544,490,544,True
428,481,481,False
363,62,62,False
318,95,95,False
125,394,394,False
481,391,481,True
482,777,777,False
527,88,527,True
552,178,552,True
332,764,764,False
97,229,229,False
233,448,233,True
563,247,563,True
437,386,437,True
495,276,276,False
203,209,209,False
468,511,511,False
677,213,677,True
761,126,126,False
563,508,508,False
249,411,249,True
560,544,544,False
722,788,722,True
213,323,213,True
237,164,164,False
515,172,172,False
750,403,403,False
385,484,484,False
298,631,631,False
541,661,541,True
370,537,537,False
519,108,519,True
281,61,61,False
173,283,283,False
168,47,168,True
534,565,534,True
454,672,454,True
758,729,729,False
496,440,496,True
374,760,760,False
395,344,344,False
544,425,544,True
728,603,603,False
730,447,730,True
325,239,239,False
421,502,421,True
30,800,30,True
433,105,105,False
150,448,448,False
560,490,490,False
43,97,43,True
218,356,218,True
766,441,766,True
472,699,472,True
433,466,466,False
238,552,552,False
644,553,553,False
201,663,663,False
577,629,629,False
542,508,542,True
670,84,84,False
669,113,113,False
402,781,781,False
724,627,627,False
98,661,98,True
576,53,576,True
379,607,607,False
292,620,620,False
445,675,675,False
701,594,701,True
478,705,705,False
631,73,631,True
214,351,214,True
737,463,737,True
235,436,436,False
535,771,535,True
330,626,330,True
48,97,48,True
235,324,235,True
780,679,780,True
30,64,30,True
775,513,513,False
55,409,409,False
715,529,715,True
670,745,745,False
750,170,170,False
402,393,393,False
529,676,676,False
224,308,224,True
129,550,550,False
80,751,80,True
638,771,638,True
436,721,721,False
507,494,494,False
466,281,466,True
326,571,326,True
331,686,686,False
173,774,774,False
636,522,522,False
374,295,295,False
317,324,324,False
395,401,401,False
536,525,536,True
105,727,727,False
150,187,187,False
691,553,553,False
729,331,729,True
314,533,314,True
620,647,647,False
163,502,163,True
549,21,549,True
776,172,172,False
609,138,138,False
381,263,263,False
639,247,247,False
118,746,746,False
701,555,701,True
438,159,438,True
528,798,798,False
434,314,314,False
355,105,105,False
288,158,158,False
97,238,97,True
482,731,731,False
408,760,760,False
640,203,203,False
499,70,499,True
243,292,243,True
107,710,710,False
343,130,130,False
680,545,545,False
616,400,616,True
211,138,138,False
400,295,295,False
682,67,682,True
305,552,552,False
446,332,446,True
27,77,27,True
25,491,491,False
444,393,444,True
497,759,497,True
9,453,9,True
213,595,213,True
256,733,256,True
705,594,705,True
146,258,258,False
582,293,582,True
645,7,7,False
391,394,394,False
620,162,162,False
259,444,444,False
401,590,590,False
472,19,472,True
62,307,307,False
338,506,338,True
616,171,616,True
102,764,102,True
651,455,455,False
415,32,32,False
748,529,748,True
535,76,535,True
311,359,311,True
150,91,91,False
380,329,380,True
155,738,155,True
537,29,537,True
702,559,702,True
37,80,80,False
127,206,206,False
629,244,629,True
716,197,716,True
798,307,307,False
612,619,612,True
422,381,422,True
286,650,286,True
470,211,211,False
263,395,263,True
535,427,427,False
509,667,509,True
467,574,467,True
230,326,230,True
507,516,516,False
309,73,309,True
315,201,315,True
140,316,316,False
166,707,166,True
307,522,307,True
508,218,508,True
161,695,161,True
609,405,405,False
364,541,541,False
452,323,452,True
552,104,552,True
513,711,513,True
589,22,22,False
76,444,444,False
165,325,165,True
428,794,428,True
258,715,715,False
239,470,239,True
92,493,92,True
562,240,562,True
103,744,103,True
363,398,398,False
446,609,446,True
716,526,526,False
249,394,394,False
727,393,727,True
202,508,508,False
219,13,219,True
591,302,302,False
608,510,608,True
157,58,58,False
246,365,246,True
133,705,705,False
35,82,35,True
7,566,7,True
380,270,270,False
4,326,4,True
361,467,467,False
188,509,509,False
32,308,32,True
599,131,131,False
554,3,554,True
656,383,383,False
443,550,550,False
89,294,89,True
597,680,597,True
303,540,540,False
694,775,694,True
592,186,186,False
275,431,275,True
4,542,542,False
788,599,788,True
514,395,514,True
19,670,19,True
153,387,153,True
103,614,103,True
792,456,792,True
574,539,574,True
508,599,508,True
774,157,157,False
438,294,438,True
396,253,253,False
457,771,771,False
772,460,772,True
92,662,92,True
593,566,566,False
24,786,24,True
355,79,355,True
241,130,130,False
38,286,286,False
195,15,195,True
620,763,620,True
672,723,723,False
397,756,397,True
525,591,525,True
423,616,616,False
721,131,131,False
443,449,443,True
386,349,349,False
516,719,516,True
601,343,343,False
177,139,139,False
243,19,19,False
496,764,496,True
35,216,216,False
691,246,246,False
780,532,532,False
637,466,466,False
334,329,329,False
177,455,177,True
552,85,552,True
760,248,248,False
315,733,315,True
773,644,773,True
261,129,261,True
334,770,770,False
657,787,787,False
466,326,466,True
630,722,630,True
717,1,717,True
413,257,257,False
291,700,700,False
244,460,244,True
299,293,299,True
234,202,234,True
581,750,581,True
532,779,532,True
551,585,551,True
604,656,656,False
45,264,264,False
736,361,736,True
466,768,466,True
143,541,541,False
221,256,221,True
739,323,739,True
98,185,185,False
67,95,67,True
562,539,539,False
630,783,630,True
41,484,484,False
748,649,748,True
319,784,784,False
688,527,527,False
717,624,624,False
163,487,163,True
768,391,768,True
186,49,186,True
505,442,505,True
181,689,181,True
443,733,443,True
356,308,356,True
101,401,101,True
118,777,777,False
733,684,684,False
505,545,545,False
248,687,248,True
788,308,788,True
313,49,313,True
387,317,317,False
572,25,572,True
221,234,221,True
371,245,245,False
259,256,259,True
360,145,360,True
779,47,47,False
137,576,576,False
548,435,548,True
126,529,529,False
403,3,3,False
431,375,431,True
43,796,43,True
101,526,526,False
773,209,773,True
794,758,794,True
223,524,524,False
20,118,20,True
507,220,507,True
583,155,155,False
688,45,688,True
657,425,425,False
215,588,588,False
76,700,700,False
791,249,249,False
68,599,68,True
194,530,530,False
171,413,171,True
696,217,696,True
430,673,430,True
287,125,125,False
693,399,693,True
541,428,428,False
230,700,700,False
780,162,162,False
476,177,476,True
343,547,547,False
579,267,579,True
380,468,380,True
798,259,259,False
297,101,101,False
16,92,92,False
606,141,606,True
94,182,94,True
161,640,161,True
447,104,104,False
644,520,520,False
161,486,161,True
544,580,544,True
232,292,232,True
795,513,513,False
682,226,682,True
313,596,313,True
48,683,48,True
530,267,267,False
724,423,724,True
43,299,299,False
215,633,633,False
744,216,216,False
198,228,228,False
191,48,48,False
582,274,274,False
605,539,539,False
625,481,481,False
512,462,462,False
603,613,603,True
495,361,495,True
351,648,648,False
177,241,177,True
132,701,701,False
625,376,376,False
17,311,311,False
324,227,227,False
514,579,514,True
305,191,305,True
492,523,523,False
702,432,432,False
126,691,691,False
646,395,646,True
459,179,179,False
225,678,225,True
255,372,255,True
294,292,294,True
769,10,769,True
566,208,566,True
147,216,147,True
733,469,469,False
582,348,582,True
4,338,4,True
493,792,792,False
524,230,524,True
354,755,755,False
462,741,462,True
101,129,101,True
432,182,432,True
356,584,356,True
282,448,448,False
571,264,264,False
340,58,340,True
537,664,537,True
407,433,407,True
771,124,124,False
247,225,225,False
74,345,345,False
339,397,339,True
300,39,300,True
755,400,755,True
532,402,402,False
462,675,462,True
272,650,272,True
762,31,31,False
123,516,123,True
337,575,337,True
262,312,262,True
732,321,732,True
481,367,481,True
1,381,381,False
674,99,674,True
364,108,108,False
340,717,340,True
745,302,745,True
766,34,34,False
493,531,531,False
520,786,786,False
358,589,358,True
612,7,7,False
781,334,781,True
430,71,430,True
667,95,95,False
369,727,727,False
723,647,647,False
61,595,61,True
496,726,496,True
710,554,554,False
57,663,57,True
353,301,301,False
550,415,550,True
187,465,465,False
645,156,645,True
285,297,285,True
758,281,758,True
213,83,213,True
19,16,19,True
437,520,437,True
793,683,793,True
83,231,83,True
366,227,227,False
366,462,366,True
62,182,62,True
642,200,642,True
746,460,746,True
248,666,248,True
191,761,191,True
393,615,393,True
526,585,585,False
506,380,380,False
360,761,360,True
195,189,195,True
211,399,211,True
569,65,65,False
731,166,166,False
765,72,72,False
470,287,287,False
691,222,691,True
486,650,650,False
595,107,107,False
613,128,613,True
136,798,798,False
115,148,115,True
787,72,787,True
132,501,501,False
487,267,267,False
146,404,146,True
425,514,425,True
121,527,527,False
164,111,164,True
35,394,394,False
176,674,674,False
654,617,617,False
416,579,416,True
696,560,560,False
340,607,340,True
181,316,316,False
670,486,670,True
362,794,362,True
221,706,706,False
586,412,412,False
393,439,393,True
518,643,643,False
703,99,703,True
314,8,8,False
13,504,13,True
367,759,367,True
767,281,767,True
727,11,727,True
96,648,648,False
345,228,228,False
222,680,222,True
106,2,106,True
706,190,706,True
317,606,606,False
696,262,696,True
405,279,279,False
390,98,98,False
567,299,299,False
291,423,423,False
634,611,611,False
289,632,632,False
20,114,20,True
11,475,475,False
638,468,638,True
355,159,159,False
564,472,472,False
333,391,391,False
480,576,576,False
606,592,606,True
197,667,197,True
609,38,38,False
265,398,398,False
542,240,542,True
287,386,386,False
125,531,531,False
158,165,165,False
355,222,222,False
52,300,300,False
275,518,275,True
491,19,19,False
799,135,135,False
407,255,255,False
468,426,426,False
596,685,685,False
230,142,142,False
790,214,214,False
619,347,347,False
560,434,560,True
425,204,425,True
302,520,302,True
646,232,232,False
42,238,42,True
126,757,126,True
80,379,80,True
764,97,764,True
675,374,675,True
598,424,424,False
75,621,75,True
524,513,513,False
40,586,40,True
555,38,555,True
389,225,225,False
490,257,490,True
108,469,469,False
11,601,11,True
469,728,469,True
164,520,164,True
27,456,27,True
51,337,337,False
682,578,682,True
387,471,387,True
205,440,205,True
704,329,704,True
180,496,496,False
434,755,755,False
190,294,294,False
113,284,284,False
646,576,576,False
606,641,606,True
151,727,727,False
118,617,617,False
681,39,39,False
633,668,633,True
397,531,531,False
665,56,56,False
630,257,257,False
70,430,430,False
713,612,713,True
750,249,249,False
595,726,595,True
225,496,225,True
230,201,230,True
226,316,316,False
133,347,133,True
528,579,528,True
683,88,683,True
114,376,376,False
672,468,672,True
635,344,635,True
218,561,561,False
672,475,475,False
690,677,677,False
212,511,212,True
38,98,38,True
687,487,687,True
722,242,242,False
706,496,706,True
252,340,252,True
5,338,338,False
328,446,446,False
703,754,703,True
153,437,437,False
253,690,690,False
148,248,248,False
688,149,688,True
224,542,542,False
707,526,526,False
40,469,469,False
574,509,574,True
362,282,362,True
668,462,462,False
611,467,467,False
584,660,660,False
465,380,465,True
650,53,650,True
390,737,737,False
487,597,597,False
310,317,317,False
249,156,156,False
362,373,362,True
454,132,132,False
738,18,738,True
155,637,155,True
465,16,465,True
746,252,746,True
520,338,520,True
178,642,642,False
574,87,574,True
751,174,174,False
444,596,444,True
759,463,463,False
378,680,680,False
370,137,137,False
712,241,712,True
116,737,737,False
465,703,703,False
465,260,465,True
440,480,480,False
69,191,191,False
120,754,754,False
651,658,658,False
218,525,525,False
477,459,477,True
532,701,532,True
208,441,441,False
320,799,799,False
152,87,152,True
497,156,497,True
762,576,576,False
484,141,484,True
50,469,469,False
394,690,394,True
181,120,120,False
740,452,740,True
238,736,736,False
630,406,406,False
226,648,648,False
605,568,568,False
256,586,256,True
210,290,290,False
399,209,209,False
13,48,48,False
108,155,155,False
435,550,550,False
735,478,478,False
403,464,403,True
83,660,83,True
197,640,197,True
457,27,27,False
532,731,532,True
673,390,673,True
550,490,550,True
8,257,8,True
715,577,715,True
14,541,541,False
561,755,755,False
64,702,702,False
495,235,495,True
670,785,785,False
79,720,79,True
192,740,740,False
215,751,751,False
704,289,704,True
233,702,702,False
459,106,106,False
86,517,517,False
466,567,466,True
13,789,13,True
747,372,747,True
472,760,472,True
313,159,159,False
234,649,234,True
435,191,191,False
37,638,37,True
720,28,28,False
575,477,477,False
482,702,702,False
130,154,154,False
118,581,581,False
21,701,701,False
535,766,766,False
47,95,95,False
730,122,730,True
301,670,670,False
39,57,57,False
39,116,116,False
720,560,560,False
177,591,177,True
638,298,638,True
584,567,567,False
743,596,596,False
499,545,545,False
426,115,426,True
586,416,586,True
708,441,708,True
241,463,241,True
489,659,659,False
515,378,515,True
567,535,535,False
687,251,687,True
473,696,473,True
496,748,496,True
190,439,439,False
763,185,185,False
488,60,488,True
358,204,204,False
133,138,138,False
171,330,171,True
503,699,699,False
129,675,129,True
334,204,334,True
521,156,521,True
493,96,493,True
792,290,792,True
445,5,5,False
533,122,533,True
264,485,264,True
362,774,774,False
97,719,97,True
643,757,643,True
193,316,316,False
748,684,684,False
316,120,120,False
607,585,585,False
325,203,203,False
640,30,30,False
259,117,259,True
122,256,122,True
251,25,25,False
765,730,765,True
140,117,117,False
387,450,387,True
432,548,432,True
706,269,706,True
758,294,758,True
